Operado;Operación;Especie;Cantidad;Precio;Importe;mep;Precio_usd;Inversion_usd;Ticker;Empresa;Ratio;tipo
2025-03-25;COBR;;;;245000.0;1294.3;;;;;;bonos
2025-03-21;CPRA;Y.P.F. S.A.;2.0;47180.94;-94361.88;1287.22;36.65;73.3;;;;bonos
2025-03-21;CPRA;CEDEAR PROSHARES SHORT S&P500;28.0;7240.09;-202722.61;1287.22;5.62;157.36;SH;PROSHARES SHORT S&P500;8.0;accion
2025-03-21;PAGO;;;;-27000.0;1287.22;;;;;;bonos
2025-03-20;DIV;CEDEAR UNITEDHEALTH GROUP INC;;;;1287.59;;;UNH;UnitedHealth Group Inc.;33.0;accion
2025-03-19;VTAS;BCO HIPOTECARIO ESCRIT. D (CAT 1 Y 2);-570.0;468.692;267154.43;1286.38;0.36;-205.2;;;;bonos
2025-03-19;COBR;;;;165810.0;1286.38;;;;;;bonos
2025-03-19;DIV;CEDEAR GOOGLE INC.;;;;1286.38;;;GOOGL;Alphabet Inc.;58.0;accion
2025-03-18;DIV;CEDEAR HARLEY;;;;1299.32;;;HOG;Harley-Davidson Inc.;3.0;accion
2025-03-18;COBR;;;;136870.0;1299.32;;;;;;bonos
2025-03-17;CPRA;CEDEAR AMERICAN AIRLINES GROUP INC.;14.0;7169.9;-100378.58;1250.59;5.73;80.22;AAL;American Airlines Group Inc;2.0;accion
2025-03-17;VTAS;BONO REP ARG AJ CER V30/06/27 $ CG;-30000.0;216.852;65055.74;1250.59;0.17;-5100.0;;;;bonos
2025-03-17;CPRA;CEDEAR TARGET CORPORATION;35.0;5595.53;-195843.52;1250.59;4.47;156.45;TGT;Target Corporation;24.0;accion
2025-03-17;VTAS;BONTES $ A DESC AJ CER V15/12/27;-153916.0;152.056;234039.01;1250.59;0.12;-18469.92;;;;bonos
2025-03-17;DIV;CEDEAR BANCO BRADESCO SA;;;;1250.59;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-03-17;DIV;CEDEAR MICROSOFT CORP.;;;;1250.59;;;MSFT;Microsoft Corp.;30.0;accion
2025-03-14;CPRA;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC;67.0;752.087;-50389.85;1237.78;0.61;40.87;;;;bonos
2025-03-14;CPRA;CAPEX S.A.1 VOTO ESC;10.0;6377.7;-63777.0;1237.78;5.15;51.5;;;;bonos
2025-03-14;CPRA;Y.P.F. S.A.;2.0;44348.08;-88696.16;1237.78;35.83;71.66;;;;bonos
2025-03-14;CPRA;"MOLINOS R.L.P. ""B""";40.0;3715.31;-148612.44;1237.78;3.0;120.0;;;;bonos
2025-03-14;VTAS;BONO TESORO NACI CAP V.13/02/26 $;-320000.0;109.175;349360.13;1237.78;0.09;-28800.0;;;;bonos
2025-03-12;CPRA;TRANSENER S.A. ESCRIT. B 1 VOTO;90.0;2246.23;-202161.05;1229.34;1.83;164.7;;;;bonos
2025-03-12;CPRA;Y.P.F. S.A.;4.0;41891.26;-167565.04;1229.34;34.08;136.32;;;;bonos
2025-03-12;VTAS;ACC.ORD.CABLEVISION HOLDING CL.B 1V $ ES;-26.0;6920.69;179937.84;1229.34;5.63;-146.38;;;;bonos
2025-03-12;VTAS;GRUPO CONCESIONARIO DEL OESTE B 1 V;-227.0;823.701;186980.19;1229.34;0.67;-152.09;;;;bonos
2025-03-11;CPRA;CEDEAR NU HOLDINGS LTD/CAYMAN;15.0;6548.17;-98222.6;1230.38;5.32;79.8;UN;NU Holdings Ltd/Cayman Islands;2.0;accion
2025-03-11;VTAS;BONO TESORO NAC AJ CER V30/06/25 $ CG;-40000.0;216.044;86417.47;1230.38;0.18;-7200.0;;;;bonos
2025-03-11;DIV;CEDEAR PFIZER INC;;;;1230.38;;;PFE;Pfizer Inc.;4.0;accion
2025-03-10;CPRA;BONO PCIA BS AS REGS NEW U$S 2037;818.0;77523.84;-634145.01;1228.92;63.08;51599.44;;;;bonos
2025-03-10;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/30;729.0;81129.6;-591434.79;1228.92;66.02;48128.58;;;;bonos
2025-03-10;DIV;ON GMCTR CL.37 V28/8/28 U$S;;;2541.6;1228.92;;;;;;bonos
2025-03-10;VTU$;BONO PCIA BS AS REGS NEW U$S 2037;-818.0;;-896.32;1228.92;;;;;;bonos
2025-03-10;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;-729.0;;-837.03;1228.92;;;;;;bonos
2025-03-10;COBR;;;;733414.47;1228.92;;;;;;bonos
2025-03-10;COBR;;;;500000.0;1228.92;;;;;;bonos
2025-03-07;CPRA;CEDEAR AMAZON.COM, INC;60.0;1699.72;-101983.03;1221.93;1.39;83.4;AMZN;Amazon.Com, Inc.;144.0;accion
2025-03-07;CPRA;CEDEAR ADVANCED MICRO DEVICES, INC.;8.0;12208.88;-97671.06;1221.93;9.99;79.92;AMD;Advanced Micro Devices, Inc.;10.0;accion
2025-03-07;CPRA;CEDEAR TESLA, INC.;6.0;21509.7;-129058.17;1221.93;17.6;105.6;TSLA;Tesla, Inc.;15.0;accion
2025-03-07;VTAS;BONTES $ A DESC AJ CER V15/12/25;-221000.0;185.453;409850.7;1221.93;0.15;-33150.0;;;;bonos
2025-03-07;CPRA;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);10.0;15894.11;-158941.11;1221.93;13.01;130.1;PBR;Petrobras (ADR);1.0;accion
2025-03-07;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;-407.0;;-470.38;1221.93;;;;;;bonos
2025-03-07;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/30;400.0;81460.13;-325840.51;1221.93;66.67;26668.0;;;;bonos
2025-03-07;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1221.93;;;PBR;Petrobras (ADR);1.0;accion
2025-03-07;DIV;BONO PCIA BS AS REGS NEW U$S 2037;;;;1221.93;;;;;;bonos
2025-03-07;DIV;BONO PCIA BS AS REGS NEW U$S 2037 B;;;;1221.93;;;;;;bonos
2025-03-07;DIV;CEDEAR BUNGE LIMITED;;;;1221.93;;;BNG;Bunge Limited;5.0;accion
2025-03-07;COBR;;;;125327.72;1221.93;;;;;;bonos
2025-03-07;COBR;;;;246966.61;1221.93;;;;;;bonos
2025-03-06;DIV;CEDEAR BANCO BRADESCO SA;;;;1237.86;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-03-05;DIV;ON GMCTR CL.36 V.28/8/27 U$S;;;4722.69;1235.31;;;;;;bonos
2025-03-05;DIV;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;;;30282.91;1235.31;;;;;;bonos
2025-02-28;CPRA;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC;300.0;718.995;-215698.62;1228.48;0.59;177.0;;;;bonos
2025-02-28;VTAS;ALUAR ALUMINIO ARG.ORD 1 V;-280.0;757.885;212207.78;1228.48;0.62;-173.6;;;;bonos
2025-02-27;PAGO;;;;-13000.0;1215.29;;;;;;bonos
2025-02-26;CPRA;CEDEAR UNITEDHEALTH GROUP INC;13.0;17072.38;-221940.95;1211.56;14.09;183.17;UNH;UnitedHealth Group Inc.;33.0;accion
2025-02-25;CPRA;CEDEAR GOOGLE INC.;30.0;3715.31;-111459.34;1211.96;3.07;92.1;GOOGL;Alphabet Inc.;58.0;accion
2025-02-25;VTAS;"AGROMETAL ""B"" ORDS 1V";-4370.0;54.448;237937.98;1211.96;0.04;-174.8;;;;bonos
2025-02-25;VTAS;INVERSORA JURAMENTO SA;-300.0;355.395;106618.46;1211.96;0.29;-87.0;;;;bonos
2025-02-25;CPRA;CEDEAR MICROSOFT CORP.;7.0;16220.02;-113540.11;1211.96;13.38;93.66;MSFT;Microsoft Corp.;30.0;accion
2025-02-25;CPRA;CEDEAR TESLA, INC.;12.0;24668.46;-296021.54;1211.96;20.35;244.2;TSLA;Tesla, Inc.;15.0;accion
2025-02-25;VTAS;CEDEAR MERC.LIB.;-5.0;21639.61;108198.04;1211.96;17.86;-89.3;MELI;Mercadolibre Inc.;120.0;accion
2025-02-25;VTAS;CEDEAR AMERICAN AIRLINES GROUP INC.;-34.0;9094.62;309217.05;1211.96;7.5;-255.0;AAL;American Airlines Group Inc;2.0;accion
2025-02-20;CPRA;"AGROMETAL ""B"" ORDS 1V";520.0;60.067;-31234.68;1206.06;0.05;26.0;;;;bonos
2025-02-18;CPRA;BCO HIPOTECARIO ESCRIT. D (CAT 1 Y 2);200.0;504.4;-100879.97;1203.16;0.42;84.0;;;;bonos
2025-02-18;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;120.0;806.237;-96748.5;1203.16;0.67;80.4;;;;bonos
2025-02-17;RTA;BONO TESORO $ AJ. CER 4,25% V.14/02/25;;;224612.57;1210.09;;;;;;bonos
2025-02-17;RTA;BONO TESORO $ AJ. CER 4,25% V.14/02/25;;;4773.01;1210.09;;;;;;bonos
2025-02-14;DIV;CEDEAR BANCO BRADESCO SA;;;;1183.88;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-02-13;VTU$;BOPREAL S. 1 D VTO31/10/27 U$S CG;-100.0;;-155.03;1187.89;;;;;;bonos
2025-02-13;RTA;ACC.ORD.CABLEVISION HOLDING CL.B 1V $ ES;;;0.61;1187.89;;;;;;bonos
2025-02-13;NOCR;;;;482.51;1187.89;;;;;;bonos
2025-02-06;CPRA;ON GMCTR CL.37 V28/8/28 U$S;141.0;70362.4;-99210.99;1189.03;59.18;8344.38;;;;bonos
2025-02-06;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-125.0;78234.62;97793.27;1189.03;65.8;-8225.0;;;;bonos
2025-02-06;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;125.0;;-141.9;1189.03;;;;;;bonos
2025-01-31;CPRA;"AGROMETAL ""B"" ORDS 1V";1400.0;69.092;-96728.45;1164.79;0.06;84.0;;;;bonos
2025-01-31;CPRA;BCO HIPOTECARIO ESCRIT. D (CAT 1 Y 2);370.0;549.525;-203324.28;1164.79;0.47;173.9;;;;bonos
2025-01-31;CPRA;HAVANNA HOLDING ACC.ORD;16.0;6297.48;-100759.63;1164.79;5.41;86.56;;;;bonos
2025-01-30;VTAS;CEDEAR STARBUCKS CORP;-38.0;10595.43;402626.36;1164.89;9.1;-345.8;SBUX;Starbucks Corporation;12.0;accion
2025-01-24;CPRA;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC;250.0;812.254;-203063.56;1155.75;0.7;175.0;;;;bonos
2025-01-24;VTAS;CEDEAR HARMONY GOLD MINING CO;-16.0;12440.28;199044.51;1155.75;10.76;-172.16;HMY;Harmony Gold Mining Company Ltd.;1.0;accion
2025-01-22;CPRA;CEDEAR XP INC.;65.0;3610.02;-234651.22;1172.67;3.08;200.2;XP;XP Inc;4.0;accion
2025-01-22;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-300.0;77755.39;233266.18;1172.67;66.31;-19893.0;;;;bonos
2025-01-22;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;300.0;;-342.18;1172.67;;;;;;bonos
2025-01-21;DIV;CEDEAR AMBEV S.A.;;;;1167.61;;;ABEV;Ambev S.A.;1.0;accion
2025-01-20;DIV;ALUAR ALUMINIO ARG.ORD 1 V;;;708.08;1165.9;;;;;;bonos
2025-01-20;DECU;;;;-706.72;1165.9;;;;;;bonos
2025-01-17;CPRA;ACC.ORD.CABLEVISION HOLDING CL.B 1V $ ES;26.0;7300.26;-189806.76;1165.84;6.26;162.76;;;;bonos
2025-01-17;CPRA;CEDEAR BANCO BRADESCO SA;25.0;2341.5;-58537.45;1165.84;2.01;50.25;BBD;Banco Bradesco S.A.;1.0;accion
2025-01-17;CPRA;GRUPO CONCESIONARIO DEL OESTE B 1 V;95.0;1047.91;-99551.28;1165.84;0.9;85.5;;;;bonos
2025-01-17;VTAS;"FERRUM S.A. ""B""";-4192.8;41.085;172262.61;1165.84;0.04;-167.71;;;;bonos
2025-01-17;CPRA;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);432.0;465.291;-201005.85;1165.84;0.4;172.8;;;;bonos
2025-01-17;VTAS;SAN MIGUEL S.A. ESCRIT. CLASE B 1;-144.0;1101.93;158677.16;1165.84;0.95;-136.8;;;;bonos
2025-01-17;CPRA;"LONGVIE ""B""";3000.0;32.39;-97169.67;1165.84;0.03;90.0;;;;bonos
2025-01-17;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;126.0;799.218;-100701.47;1165.84;0.69;86.94;;;;bonos
2025-01-17;CPRA;CEDEAR VALE S.A.;18.0;5354.86;-96387.51;1165.84;4.59;82.62;VALE;Vale S.A.;2.0;accion
2025-01-17;VTAS;CONSULTATIO SA ORD 1 VOTO;-65.0;2522.96;163992.33;1165.84;2.16;-140.4;;;;bonos
2025-01-17;VTAS;"CELULOSA ""B""";-100.0;802.76;80275.97;1165.84;0.69;-69.0;;;;bonos
2025-01-17;VTAS;BCO PATAGONIA ACC CL B;-70.0;2747.33;192313.29;1165.84;2.36;-165.2;;;;bonos
2025-01-17;VTAS;TRANSENER S.A. ESCRIT. B 1 VOTO;-33.0;2413.27;79637.75;1165.84;2.07;-68.31;;;;bonos
2025-01-17;DIV;CEDEAR U.S.BANCO;;;;1165.84;;;USB;U.S. Bancorp;5.0;accion
2025-01-14;DIV;CEDEAR BANCO BRADESCO SA;;;;1162.93;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-01-13;DIV;BONOS REP. ARG. U$S 1% STEP UP V09/07/29;;;;1163.21;;;;;;bonos
2025-01-13;DIV;BONOS REP. ARG. U$S STEP UP V.09/07/41;;;;1163.21;;;;;;bonos
2025-01-13;RTA;BONOS REP. ARG. U$S STEP UP V.09/07/30;;;;1163.21;;;;;;bonos
2025-01-13;DIV;CEDEAR AMBEV S.A.;;;;1163.21;;;ABEV;Ambev S.A.;1.0;accion
2025-01-10;RTA;BONO REP ARGENTINA USD 1% 2029;;;;1164.01;;;;;;bonos
2025-01-10;RTA;BONO REP. ARGENTINA USD STEP UP 2038;;;;1164.01;;;;;;bonos
2025-01-08;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1164.72;;;PBR;Petrobras (ADR);1.0;accion
2025-01-07;CPRA;"AGROMETAL ""B"" ORDS 1V";2450.0;72.1;-176645.23;1164.37;0.06;147.0;;;;bonos
2025-01-07;CPRA;SAN MIGUEL S.A. ESCRIT. CLASE B 1;144.0;1228.41;-176890.92;1164.37;1.05;151.2;;;;bonos
2025-01-07;VTAS;CEDEAR HERSHEY;-38.0;9333.95;354690.15;1164.37;8.02;-304.76;HSY;The Hershey Company;21.0;accion
2025-01-07;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1164.37;;;PBR;Petrobras (ADR);1.0;accion
2025-01-07;PAGO;;;;-69000.0;1164.37;;;;;;bonos
2025-01-06;CPRA;CEDEAR STONECO LTD;33.0;3274.09;-108044.86;1165.09;2.81;92.73;STNE;StoneCo Ltd;3.0;accion
2025-01-06;CPRA;CEDEAR MERC.LIB.;5.0;17674.05;-88370.25;1165.09;15.17;75.85;MELI;Mercadolibre Inc.;120.0;accion
2025-01-06;VTAS;CEDEAR COCA-COLA;-5.0;44725.18;223625.91;1165.09;38.39;-191.95;KO;The Coca Cola Company;5.0;accion
2025-01-06;DIV;CEDEAR INVESCO QQQ TRUST;;;;1165.09;;;QQQ;INVESCO QQQ TRUST;20.0;accion
2025-01-06;DIV;CEDEAR NIKE INC;;;;1165.09;;;NKE;Nike Inc.;12.0;accion
2025-01-03;RTA;BONOS REP ARG CUASI PAR $ 3,31% 2045;;;13728.73;1165.88;;;;;;bonos
2025-01-03;RTA;BONOS REP ARG C/DESCUENTO $ 5,83% 2033;;;26885.44;1165.88;;;;;;bonos
2024-12-26;CPRA;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;180.0;71614.4;-128905.92;1170.89;61.16;11008.8;;;;bonos
2024-12-26;VTAS;CAMUZZI GAS DEL SUR;-34.0;3829.31;130196.65;1170.89;3.27;-111.18;;;;bonos
2024-12-26;DIV;CEDEAR HARLEY;;;;1170.89;;;HOG;Harley-Davidson Inc.;3.0;accion
2024-12-23;DIV;CEDEAR BANCO BRADESCO SA;;;;1162.3;;;BBD;Banco Bradesco S.A.;1.0;accion
2024-12-23;DIV;CEDEAR COCA-COLA;;;;1162.3;;;KO;The Coca Cola Company;5.0;accion
2024-12-23;DIV;CEDEAR QUALCOMM;;;;1162.3;;;QCOM;Qualcomm Inc.;11.0;accion
2024-12-19;DIV;CEDEAR UNITEDHEALTH GROUP INC;;;;1131.19;;;UNH;UnitedHealth Group Inc.;33.0;accion
2024-12-18;DIV;CEDEAR GOOGLE INC.;;;;1131.22;;;GOOGL;Alphabet Inc.;58.0;accion
2024-12-18;DIV;CEDEAR HERSHEY;;;;1131.22;;;HSY;The Hershey Company;21.0;accion
2024-12-17;CPRA;VALORES NEGOCIABLES VINC AL PBI USD 2035;3800.0;2439.9;-92716.11;1145.26;2.13;8094.0;;;;bonos
2024-12-16;CPRA;CAMUZZI GAS DEL SUR;34.0;3605.01;-122570.17;1100.27;3.28;111.52;;;;bonos
2024-12-16;CPRA;CONSULTATIO SA ORD 1 VOTO;65.0;2381.61;-154804.62;1100.27;2.16;140.4;;;;bonos
2024-12-16;CPRA;VALORES NEGOCIABLES VINC AL PBI USD 2035;142.0;2435.39;-3458.26;1100.27;2.21;313.82;;;;bonos
2024-12-16;VTAS;CEDEAR UNITEDHEALTH GROUP INC;-22.0;16927.76;372410.68;1100.27;15.39;-338.58;UNH;UnitedHealth Group Inc.;33.0;accion
2024-12-16;DIV;CEDEAR SONY CORPORATION;;;;1100.27;;;SONY;Sony Group Corporation;8.0;accion
2024-12-16;DIV;CEDEAR MICROSOFT CORP.;;;;1100.27;;;MSFT;Microsoft Corp.;30.0;accion
2024-12-12;CPRA;CEDEAR OCCIDENTAL PETROLEUM CORP.;15.0;10454.01;-156810.19;1058.21;9.88;148.2;OXY;Occidental Petroleum Corp.;5.0;accion
2024-12-12;CPRA;CEDEAR ADOBE SYSTEMS INCORPORATED;12.0;11757.63;-141091.57;1058.21;11.11;133.32;ADBE;Adobe Systems Incorporated;44.0;accion
2024-12-12;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-380.0;78298.73;297535.18;1058.21;73.99;-28116.2;;;;bonos
2024-12-12;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;380.0;;-468.59;1058.21;;;;;;bonos
2024-12-10;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;150.0;;-181.79;1060.52;;;;;;bonos
2024-12-10;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-150.0;77445.89;116168.83;1060.52;73.03;-10954.5;;;;bonos
2024-12-10;CPRA;ON GMCTR CL.36 V.28/8/27 U$S;262.0;71804.7;-188128.32;1060.52;67.71;17740.02;;;;bonos
2024-12-09;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;84.0;902.505;-75810.39;1049.31;0.86;72.24;;;;bonos
2024-12-09;CPRA;GRUPO CONCESIONARIO DEL OESTE B 1 V;132.0;1143.17;-150898.78;1049.31;1.09;143.88;;;;bonos
2024-12-09;VTAS;CEDEAR TESLA, INC.;-11.0;27273.89;300012.73;1049.31;25.99;-285.89;TSLA;Tesla, Inc.;15.0;accion
2024-12-09;DIV;CEDEAR STARBUCKS CORP;;;;1049.31;;;SBUX;Starbucks Corporation;12.0;accion
2024-12-05;CPRA;BONO TESORO $ AJ. CER 4,25% V.14/02/25;4500.0;618.388;-27827.45;1062.16;0.58;2610.0;;;;bonos
2024-12-05;CPRA;BONO TESORO NACI CAP V.13/02/26 $;100000.0;99.559;-99559.04;1062.16;0.09;9000.0;;;;bonos
2024-12-05;CPRA;BONOS REP ARG C/DESCUENTO $ 5,83% 2033;260.0;37560.0;-97656.0;1062.16;35.36;9193.6;;;;bonos
2024-12-05;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-290.0;77036.54;223405.97;1062.16;72.53;-21033.7;;;;bonos
2024-12-05;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;290.0;;-348.97;1062.16;;;;;;bonos
2024-12-04;CPRA;CEDEAR HARMONY GOLD MINING CO;16.0;9907.5;-158519.93;1076.34;9.2;147.2;HMY;Harmony Gold Mining Company Ltd.;1.0;accion
2024-12-04;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-200.0;78673.92;157347.84;1076.34;73.09;-14618.0;;;;bonos
2024-12-04;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;200.0;;-242.35;1076.34;;;;;;bonos
2024-12-04;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1076.34;;;PBR;Petrobras (ADR);1.0;accion
2024-12-04;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1076.34;;;PBR;Petrobras (ADR);1.0;accion
2024-12-04;DIV;CEDEAR BUNGE LIMITED;;;;1076.34;;;BNG;Bunge Limited;5.0;accion
2024-12-04;DIV;CEDEAR PFIZER INC;;;;1076.34;;;PFE;Pfizer Inc.;4.0;accion
2024-12-03;CPRA;BONO TESORO NACI CAP V.13/02/26 $;220000.0;100.611;-221343.59;1075.65;0.09;19800.0;;;;bonos
2024-12-03;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;280.0;;-338.71;1075.65;;;;;;bonos
2024-12-03;CPRA;BONO REP ARGENTINA USD 1% 2029;360.0;83593.54;-300936.73;1075.65;77.71;27975.6;;;;bonos
2024-12-03;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-640.0;78474.24;502235.14;1075.65;72.96;-46694.4;;;;bonos
2024-12-02;CPRA;BONO TESORO $ AJ. CER 4,25% V.14/02/25;30008.0;618.188;-185505.71;1068.89;0.58;17404.64;;;;bonos
2024-12-02;CPRA;TVPY CUPON VALOR NEG VINC PBI;5290.0;3505.6;-185446.25;1068.89;3.28;17351.2;;;;bonos
2024-12-02;DIV;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;;;25603.48;1068.89;;;;;;bonos
2024-12-02;DIV;CEDEAR TENARIS S.A. (ADS);;;;1068.89;;;TEN;Tenaris;1.0;accion
2024-12-02;NOCR;;;;3.2;1068.89;;;;;;bonos
2024-11-28;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;250.0;946.627;-236656.79;1075.15;0.88;220.0;;;;bonos
2024-11-28;VTAS;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC;-125.0;935.39;116923.69;1075.15;0.87;-108.75;;;;bonos
2024-11-28;CPRA;BONOS REP ARG A LA PAR $ STEP UP 2038;799.0;20482.72;-163656.93;1075.15;19.05;15220.95;;;;bonos
2024-11-28;CCTE;OPERACIONES FINANCIERAS;;;371607.78;1075.15;;;;;;bonos
2024-11-28;CCCD;OPERACIONES FINANCIERAS;;;-371295.0;1075.15;;;;;;bonos
2024-11-27;VTAS;CEDEAR XP INC.;-65.0;4098.56;266406.52;1074.61;3.81;-247.65;XP;XP Inc;4.0;accion
2024-11-27;CPRA;BONOS REP ARG C/DESCUENTO $ 5,83% 2033;370.0;38311.2;-141751.44;1074.61;35.65;13190.5;;;;bonos
2024-11-27;VTAS;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);-1080.0;358.001;386640.97;1074.61;0.33;-356.4;;;;bonos
2024-11-26;CPRA;BONOS DEL TESORO BONCER 2.25% $ 2028;3000.0;1542.46;-46273.92;1076.12;1.43;4290.0;;;;bonos
2024-11-26;CPRA;CEDEAR BITFARMS LTD.;8.0;10880.2;-87041.56;1076.12;10.11;80.88;BITF;Bitfarms Ltd.;1.0;accion
2024-11-26;CPRA;CEDEAR STONECO LTD;70.0;4036.2;-282534.12;1076.12;3.75;262.5;STNE;StoneCo Ltd;3.0;accion
2024-11-26;CPRA;CEDEAR XP INC.;65.0;4502.5;-292662.22;1076.12;4.18;271.7;XP;XP Inc;4.0;accion
2024-11-26;CPRA;CEDEAR BIOCERES CROP SOLUTIONS CORP;20.0;7881.87;-157637.49;1076.12;7.32;146.4;BIOX;Bioceres Crop Solutions Corp.;1.0;accion
2024-11-26;VTAS;CONSULTATIO SA ORD 1 VOTO;-119.0;2587.78;307945.6;1076.12;2.4;-285.6;;;;bonos
2024-11-26;VTAS;CEDEAR MERC.LIB.;-13.0;19645.18;255387.27;1076.12;18.26;-237.38;MELI;Mercadolibre Inc.;120.0;accion
2024-11-26;VTAS;ON CLISA REGS 25/07/2027;-800.0;42931.2;343449.6;1076.12;39.89;-31912.0;;;;bonos
2024-11-26;DIV;CEDEAR BANCO BRADESCO SA;;;;1076.12;;;BBD;Banco Bradesco S.A.;1.0;accion
2024-11-25;CPRA;BONO REP ARG AJ CER V30/06/26 $ CG;32000.0;218.199;-69823.54;1077.58;0.2;6400.0;;;;bonos
2024-11-25;CPRA;BONOS DEL TESORO BONCER 2.25% $ 2028;5000.0;1544.47;-77223.36;1077.58;1.43;7150.0;;;;bonos
2024-11-25;CPRA;BONO TESORO NAC AJ CER V30/06/25 $ CG;40000.0;196.314;-78525.44;1077.58;0.18;7200.0;;;;bonos
2024-11-25;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-350.0;78384.38;274345.34;1077.58;72.74;-25459.0;;;;bonos
2024-11-25;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;350.0;;-419.29;1077.58;;;;;;bonos
2024-11-22;CPRA;VALORES NEGOCIABLES VINC AL PBI USD 2035;2963.0;2744.38;-81316.1;1080.4;2.54;7526.02;;;;bonos
2024-11-22;CPRA;"LONGVIE ""B""";1007.0;41.916;-42209.74;1080.4;0.04;40.28;;;;bonos
2024-11-22;CPRA;"CELULOSA ""B""";100.0;1002.78;-100278.3;1080.4;0.93;93.0;;;;bonos
2024-11-22;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;360.0;;-428.86;1080.4;;;;;;bonos
2024-11-22;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-360.0;78074.88;281069.57;1080.4;72.26;-26013.6;;;;bonos
2024-11-19;CPRA;BONO REP ARG AJ CER V30/06/26 $ CG;105000.0;217.347;-228214.57;1075.12;0.2;21000.0;;;;bonos
2024-11-19;CPRA;BONO DEL TESORO BONCER 2% $ 2026;7000.0;1637.62;-114633.13;1075.12;1.52;10640.0;;;;bonos
2024-11-19;CPRA;BONTES $ A DESC AJ CER V15/12/25;100000.0;168.319;-168318.89;1075.12;0.16;16000.0;;;;bonos
2024-11-19;VTAS;BONO TESORO $ AJ. CER 4,25% V.14/02/25;-7100.0;612.418;43481.71;1075.12;0.57;-4047.0;;;;bonos
2024-11-19;VTAS;TRANSENER S.A. ESCRIT. B 1 VOTO;-32.0;2208.84;70682.75;1075.12;2.05;-65.6;;;;bonos
2024-11-19;VTAS;Y.P.F. S.A.;-7.0;39140.77;273985.36;1075.12;36.41;-254.87;;;;bonos
2024-11-19;VTAS;CEDEAR TENARIS S.A. (ADS);-3.0;40736.31;122208.94;1075.12;37.89;-113.67;TEN;Tenaris;1.0;accion
2024-11-15;CPRA;HAVANNA HOLDING ACC.ORD;2.0;5996.65;-11993.29;1096.02;5.47;10.94;;;;bonos
2024-11-15;CPRA;CEDEAR ADVANCED MICRO DEVICES, INC.;8.0;15442.86;-123542.87;1096.02;14.09;112.72;AMD;Advanced Micro Devices, Inc.;10.0;accion
2024-11-15;CPRA;BONO TESORO NACIONAL V31/03/26 $ CG;70000.0;131.911;-92337.51;1096.02;0.12;8400.0;;;;bonos
2024-11-15;CPRA;CEDEAR PFIZER INC;16.0;7069.62;-113113.92;1096.02;6.45;103.2;PFE;Pfizer Inc.;4.0;accion
