Liquida;Operado;Operación;N° Ope.;Especie;Cantidad;Precio;Importe;Referencia
16/01/2026;16/01/2026;VTAS;85.027;BONO REP ARG AJ CER V30/06/26 $ CG;-10.000,00;327,076;32.707,58;
09/01/2026;08/01/2026;VTAS;40.650;BONO REP ARG AJ CER V30/06/26 $ CG;-6.000,00;326,826;19.609,58;
26/11/2024;25/11/2024;CPRA;994.499;BONO REP ARG AJ CER V30/06/26 $ CG;32.000,00;218,199;-69.823,54;
20/11/2024;19/11/2024;CPRA;970.390;BONO REP ARG AJ CER V30/06/26 $ CG;105.000,00;217,347;-228.214,57;
